Epoch	Time (s)	Breakbeam	Capacitor (V)	Battery (V)	Board Temperature (°C)	LPS	Encoder 0	Encoder 1	Encoder 2	Encoder 3	Setpoint 0	Setpoint 1	Setpoint 2	Setpoint 3	Motor 0	Motor 1	Motor 2	Motor 3	Motor 4	CPU (%)
1	55.2895	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88294
1	55.2945	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.86989
1	55.2995	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.99564
1	55.3046	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.7529
1	55.3096	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.87106
1	55.3146	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.83706
1	55.3196	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.86802
1	55.3246	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.7432
1	55.3296	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89614
1	55.3346	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89024
1	55.3396	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.01578
1	55.3446	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72606
1	55.3497	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90323
1	55.3547	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.83955
1	55.3597	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.89352
1	55.3647	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74166
1	55.3697	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90699
1	55.3747	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89168
1	55.3797	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.02533
1	55.3847	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72287
1	55.3898	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89355
1	55.3948	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.85121
1	55.3998	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.91933
1	55.4048	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73702
1	55.4098	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88361
1	55.4148	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90121
1	55.4198	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.98958
1	55.4248	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	7.39275
1	55.4298	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.12121
1	55.4349	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.8264
1	55.4399	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.92161
1	55.4449	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.7254
1	55.4499	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89338
1	55.4549	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89464
1	55.4599	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.01628
1	55.4649	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73687
1	55.4699	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90405
1	55.475	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84211
1	55.4799	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.92255
1	55.4849	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74272
1	55.4899	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.92583
1	55.495	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89397
1	55.5	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00305
1	55.505	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73042
1	55.51	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89698
1	55.515	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.85324
1	55.52	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.87922
1	55.525	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74171
1	55.53	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88807
1	55.5351	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90098
1	55.5401	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00162
1	55.5451	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74418
1	55.5501	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88121
1	55.5551	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84862
1	55.5601	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.92957
1	55.5651	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74056
1	55.5701	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90525
1	55.5751	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89622
1	55.5801	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.01596
1	55.5852	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	7.37419
1	55.5902	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.12938
1	55.5952	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.8561
1	55.6002	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.92867
1	55.6052	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73722
1	55.6102	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89162
1	55.6152	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89124
1	55.6202	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00656
1	55.6252	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73282
1	55.6302	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89722
1	55.6353	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84847
1	55.6403	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.89257
1	55.6453	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.75495
1	55.6503	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88892
1	55.6553	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89388
1	55.6603	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.02144
1	55.6653	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72926
1	55.6703	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89558
1	55.6754	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84196
1	55.6804	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.92475
1	55.6854	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74577
1	55.6904	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88743
1	55.6954	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89502
1	55.7004	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00244
1	55.7054	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.71804
1	55.7104	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.9015
1	55.7155	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.8517
1	55.7204	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.91853
1	55.7254	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.75042
1	55.7305	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89681
1	55.7355	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89596
1	55.7405	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.01169
1	55.7455	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	7.37344
1	55.7505	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.13369
1	55.7556	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84252
1	55.7605	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.9249
1	55.7655	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72799
1	55.7705	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90752
1	55.7756	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88288
1	55.7806	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.02128
1	55.7856	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73687
1	55.7906	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90382
1	55.7956	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.8467
1	55.8006	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.89154
1	55.8056	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.71561
1	55.8106	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89816
1	55.8156	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89012
1	55.8207	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00814
1	55.8257	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74566
1	55.8307	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89326
1	55.8357	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84691
1	55.8407	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.93378
1	55.8457	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73538
1	55.8507	50	15.9943	16.3573	30.5405	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90441
1	55.8557	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88526
